JobId,BenefitId,BenefitValue
1904188,1,"Thưởng doanh số xuất khẩu (thỏa thuận theo năng lực)
Thưởng theo kết quả kinh doanh, hoa hồng theo doanh số xuất khẩu"
1904188,2,"Được tham gia đầy đủ các chế độ BHXH, BHYT,… và các quyền lợi khác theo quy định của Công ty"
1904188,7,"Được hỗ trợ các thiết bị làm việc như: máy tính,…"
1904188,15,"Môi trường làm việc năng động, cơ hội thăng tiến và phát triển sự nghiệp."
1904219,1,"13 months bonus
Other bonus (TBC)"
1904219,2,Health Insurance
1904219,3,Paid vacation
1904219,10,Gifts for holidays
1904219,11,Transportation expenses
1904219,15,"WFH once a week
Salary adjustment twice a year"
1904276,1,Tăng lương hàng năm. thưởng cuối năm và các loại trợ cấp hấp dẫn khác
1904276,4,Được tham gia các khóa đào tạo phát triển kỹ năng nghề nghiệp
1904276,15,"Tham quan du lịch, tiệc cuối năm, đảm bảo các chế độ BHXH theo quy định"
1904189,15,"Mức lương cạnh tranh, thỏa thuận theo năng lực."
1904262,1,"Free English Courses for Employees and their children, 13-month Salary, Yearly Business Performance Commission"
1904262,2,Premium Health Care Package
1904262,3,16 Annual Leaves and 3 Sick Leaves per year
1904190,1,"Thưởng lễ, Tết và các chế độ phúc lợi khác đầy đủ"
1904190,2,"Được đóng BHXH, BHTN theo quy định"
1904208,1,"Lương tháng 13, KPI"
1904208,5,"Du lịch, team building"
1904208,7,Laptop cá nhân cho từng nhân viên
1904126,1,"Chế độ lương thưởng cạnh tranh, tăng lương theo năng lực và thành tích"
1904126,2,Được hưởng đầy đủ các chế độ bảo hiểm theo quy định của nhà nước
1904126,4,"Được đào tạo và hướng dẫn bởi các kiến trúc sư giàu kinh nghiệm
Tham gia các khóa học nâng cao chuyên môn, hội thảo về kiến trúc"
1904126,9,"Các hoạt động team building, du lịch nghỉ mát hàng năm"
1904183,1,"Thưởng theo năng lực và được đào tạo, cơ hội thăng tiến cao"
1904183,2,"Hưởng đầy đủ các quyền lợi theo quy định theo Bộ luật lao động (BHXH, BHYT, BHTN)"
1904183,15,Có chế độ công tác phí theo quy định của nhà trường
1904178,4,Hỗ trợ đào tạo
1904169,1,"Thưởng theo năng lực và được đào tạo, cơ hội thăng tiến cao"
1904169,2,Có chế độ công tác phí theo quy định của nhà trường
1904169,4,"Hưởng đầy đủ các quyền lợi theo quy định theo Bộ luật lao động (BHXH, BHYT, BHTN)"
1904167,1,"Thưởng theo năng lực và được đào tạo, cơ hội thăng tiến cao"
1904167,2,Có chế độ công tác phí theo quy định của nhà trường
1904167,4,"Hưởng đầy đủ các quyền lợi theo quy định theo Bộ luật lao động (BHXH, BHYT, BHTN)"
1904164,1,"Thưởng theo năng lực và được đào tạo, cơ hội thăng tiến cao"
1904164,2,"Hưởng đầy đủ các quyền lợi theo quy định theo Bộ luật lao động (BHXH, BHYT, BHTN)"
1904164,15,Có chế độ công tác phí theo quy định của nhà trường
1904203,1,Thu nhập cạnh tranh: Lương NET từ 12 – 18 triệu
1904203,2,"Chế độ phúc lợi đầy đủ gồm BHXH, BHYT"
1904203,3,"Được hưởng chế độ tăng lương, thưởng theo định kỳ cho các thành tích, sáng kiến và vượt chỉ tiêu"
1904163,1,"Thưởng theo năng lực và được đào tạo, cơ hội thăng tiến cao"
1904163,2,Có chế độ công tác phí theo quy định của nhà trường
1904163,4,"Hưởng đầy đủ các quyền lợi theo quy định theo Bộ luật lao động (BHXH, BHYT, BHTN)"
1904161,1,"Thưởng tháng 13++..., thưởng đạt doanh số, hoa hồng bán hàng cao..."
1904161,2,"Nghỉ mát hàng năm, thưởng các dịp Lễ Tết, thưởng lợi nhuận Công ty, sinh nhật, teambuilding…v…v…"
1904161,3,"Làm việc từ T2 - T6, môi trường chuyên nghiệp, năng động, thân thiện, cơ hội thăng tiến cao"
1882315,1,Thưởng 4 kỳ một năm
1882315,11,Có xe Ô tô đưa đón nhân viên từ Hà Nội sang Bắc Ninh
1882315,12,Hỗ trợ ăn trưa cho nhân viên
1895702,1,Hưởng 100% lương trong 2 tháng thử việc + Review lương 2 lần/năm
1895702,2,Được hưởng bảo hiểm PVI
1895702,10,"Môi trường chuyên nghiệp và thân thiện, có nhiều cơ hội thăng tiến và phát triển nghề nghiệp"
1882304,1,Thưởng 4 kỳ một năm
1882304,11,Có xe Ô tô đưa đón nhân viên từ Hà Nội sang Bắc Ninh
1882304,12,Hỗ trợ ăn trưa cho nhân viên
1895663,1,"Thưởng lương tháng 13, chia lợi nhuận công ty hàng năm."
1895663,2,Được tham gia đầy đủ chế độ bảo hiểm theo quy định của pháp luật.
1895663,3,Nghỉ ngày lễ tết và các chế độ phúc lợi khác theo chế độ của nhà nước và công ty.
1895663,5,Hưởng chế độ BHXH theo quy định
1895663,7,Được cung cấp laptop.
1895663,9,Đi du lịch hàng năm.
1895663,15,"Môi trường điều kiện làm việc hiện đại, chuyên nghiệp, năng động, thân thiện.
Được tạo điều kiện tốt để nhân viên phát huy năng lực.
Chia lợi nhuận hàng năm 30tr/ năm."
1893090,1,"Môi trường làm việc nghiêm túc, cởi mở"
1893090,2,Mức lương hấp dẫn + Thưởng
1893090,3,"Được đảm bảo các quyền lợi về BHXH, BHYT ...."
1896079,1,Sales commission based on target achievement
1896079,2,Employee medical benefit
1879013,1,Competitive salary
1879013,12,Free Lunch
1879013,15,Proffessional working envirorment
1903866,2,Được hưởng chế độ chăm sóc sức khỏe toàn diện
1903866,3,"Được đóng BHXH, BHYT, BH thất nghiệp theo quy định của nhà nước."
1903866,4,Được tham gia các chương trình đào tạo của Công ty.
1903866,9,Du lịch teambuilding hàng năm và các chương trình phúc lợi hấp dẫn theo quy định của Công ty
1903866,13,Được hưởng các quyền lợi khác theo chính sách của công ty
1903866,15,"Thu nhập hấp dẫn, cạnh tranh tùy thuộc vào khả năng chuyên môn. Thỏa thuận xứng đáng với năng lực và cạnh tranh trên thị trường"
1904085,1,Bonus and  increasing salary TWICE a year base on evaluation
1904085,2,"13th month salary, Annual leave, Insurance and Policy following Labor Law"
1904085,3,"Lunch at canteen, shuttle bus for Hanoi, company yearly outing & party & gifts"
1904083,1,Bonus and  increasing salary TWICE a year base on evaluation
1904083,2,"13th month salary, Annual leave, Insurance and Policy following Labor Law"
1904083,3,"Lunch at canteen, shuttle bus for Hanoi, company yearly outing & party & gifts"
1899197,2,Hưởng chế độ chăm sóc sức khỏe đặc biệt dành cho bản thân và gia đình (FPT care)
1899197,4,Có cơ hội tham gia các hoạt động đào tạo nâng cao trình độ
1899197,15,"Môi trường làm việc năng động, chuyên nghiệp
Có mức thu nhập hấp dẫn
Được đóng BHXH, BHYT, BHTN... theo quy định của Nhà nước
Người nhà được hưởng chế độ ưu đãi học phí khi học tập tại Tổ chức Giáo dục FPT
Du lịch nghỉ mát hàng năm"
1886579,1,Attractive Income
1886579,2,Insurance + Healthcare plan
1886579,3,"Professional, dynamic working environment"
1895625,4,"We invest in your growth through comprehensive personal development training programs, empowering you to advance your skills and career"
1895625,8,"Stay connected with our mobile phone reimbursement plan, covering your monthly phone expenses"
1895625,11,We provide a generous transportation allowance to ensure your commute is comfortable and convenient. We offer vehicle maintenance support to keep your personal vehicle in top condition.
1895741,1,Mức lương thỏa thuận theo năng lực (30-50M)+ Thưởng : Thu nhập không giới hạn
1895741,2,"Được tham gia BHXH, BHYT và các chế độ khác theo quy định của bộ lao đồng và quy định của công ty;"
1895741,3,"Thưởng tháng lương thứ 13, được nghỉ chiều thứ 7 và chủ nhật."
1895741,4,Được tham gia các khóa đào tạo chuyên nghiệp;
1895741,10,"Được tham gia các hoạt động du lịch, văn nghệ, thể thao, team work, bóng đá…."
1895741,15,"Môi trường làm việc năng động và thân thiện;
Cơ hội thăng tiến."
1895750,2,"Được hưởng đầy đủ các chế độ bảo hiểm và ngày nghỉ, lễ theo quy định của công ty và pháp luật hiện hành, du lịch hằng năm, thưởng các ngày lễ tết Âm lịch, Dương lịch, 30/4 - 01/5, 02/9, sinh nhật..."
1895750,10,"Tham gia các hoạt động Bóng đá, thể thao ...."
1895750,15,"Lương Từ 30 - 60 Triệu NET, trao đổi trực tiếp khi phỏng vấn
Chế độ đãi ngộ tốt
Được làm việc trong môi trường thân thiện, năng động, chuyên nghiệp"
1895720,1,13th payment
1895720,7,Laptop
1895720,15,Attractive Performance Bonus
1895756,1,"Thưởng 2 lần/năm, review lương 1 lần/năm, được đi du lịch, teambuilding cùng công ty"
1895756,11,"Hỗ trợ ăn trưa tại Công ty, có xe đưa đón từ nội thành hoặc ngoại thành lân cận"
1895756,15,"Đóng BHXH full lương ngay trong thời gian thử việc
Công ty có Ký túc xá miễn phí với đầy đủ tiện nghi trong khuôn viên nhà máy
Một tuần làm việc 5 ngày, một tháng thêm 1 ngày thứ bảy
Nghỉ phép 12 ngày/năm + 5 ngày nghỉ thêm nguyên lương của công ty"
1893004,1,Mức lương cứng: 15tr - 20tr
1893004,2,Bảo hiểm sức khỏe cho nhân viên ngoài Bảo hiểm y tế
1893004,3,"Cơ hội học tập, đào tạo và phát triển bản thân để thăng tiến lên vị trí kế toán trưởng"
1881714,1,13rd Salary Payment
1881714,2,Insurance
1881714,5,Incentive bonus
1892948,1,Company Benefits
1892948,2,Premium Healthcare for employee
1892948,15,"Annual leave, Insurance and Policy following Labor Law"
1904007,1,"Thưởng các ngày lễ tết, tháng 13, kinh doanh hiệu quả…;"
1904007,2,Tham gia đầy đủ BHXH-BHYT-BHTN theo quy định của Nhà nước
1904007,4,Thường xuyên được tham gia các chương trình đào tạo để nâng cao khả năng và nghiệp vụ của bản thân;
1904012,1,"Thưởng các ngày lễ tết, tháng 13, kinh doanh hiệu quả…;"
1904012,2,Tham gia đầy đủ BHXH-BHYT-BHTN theo quy định của Nhà nước;
1904012,4,Thường xuyên được tham gia các chương trình đào tạo để nâng cao khả năng và nghiệp vụ của bản thân;
1887455,1,Lương thưởng hấp dẫn
1887455,2,"Bảo hiểm sức khoẻ MIC, chương trình vay ưu đãi đối với CBNV..."
1887455,3,"Được công ty thực hiện đầy đủ nghĩa vụ về bảo hiểm; thai sản, con nhỏ, cưới hỏi, sinh nhật,..."
1887455,4,"Được cử tham gia các khóa đào tạo mới, đào tạo nâng cao phù hợp với năng lực và nguyện vọng."
1887455,10,"Được tham gia các hoạt động teambuilding, du lịch, các hoạt động thể thao, các hoạt động xây dựng tinh thần đồng đội."
1887455,15,"Mức lương cạnh tranh, chế độ đãi ngộ thu hút
Định kỳ xét tăng lương theo đánh giá."
1904158,1,Lương: Thỏa thuận
1904150,1,"•	Mức lương cạnh tranh so với thị trường và tương xứng với năng lực, sẽ được thương lượng khi ứng viên vượt qua vòng Phỏng vấn.
•	Chế độ thưởng incentive/KPI và hoa hồng hấp dẫn, chi trả theo tháng, thu nhập không giới hạn (đối với nhóm vị trí bán hà"
1904150,2,"•	Bảo hiểm theo quy định pháp luật và bảo hiểm nhân thọ riêng cho cán bộ nhân viên MSB.
•	Các chế độ phúc lợi đa dạng: giờ làm việc linh hoạt, nghỉ mát, nghỉ sinh nhật, nghỉ khai giảng năm học cho con,...
•	Có chương trình vay với lãi suất ưu đãi cho"
1904150,10,"Môi trường làm việc chuyên nghiệp và văn hóa doanh nghiệp năng động:
•	Thoải mái, thân thiện, đề cao tinh thần trách nhiệm, hỗ trợ lẫn nhau.
•	Năng động, sáng tạo, khuyến khích đổi mới và học hỏi liên tục.
•	Tôn trọng sự khác biệt, đề cao tinh thần l"
1904149,1,Lương: Thỏa thuận
1902055,1,"Competitive compensation package, including 13th-month salary and performance bonuses"
1902055,2,Comprehensive health care coverage for you and your dependents
1902055,3,"Generous leave policies, including annual leave, sick leave, and flexible work hours"
1902055,10,"Fun and engaging team building activities, sponsored sports clubs, and happy hour every Thursday"
1902055,11,Grab for work allowance and fully equipped workstations
1902055,12,"Onsite lunch with multiple options, including vegetarian"
1902055,15,"Unlimited free coffee, tea, snacks, and fruit to keep you energized
An opportunity to make a social impact by helping to democratize credit access in emerging markets"
1904143,1,Lương: Thỏa thuận
1904065,1,Thưởng lương tháng thứ 13 và các ngày lễ tết.
1904065,2,"Được tham gia BHXH, BHYT, BHTN."
1904065,9,Cơ hội du lịch
1904065,11,"Có xe đưa đón từ Hà Nội, Thái Nguyên, Bắc Giang, Bắc Ninh."
1904065,12,Cung cấp suất ăn miễn phí.
1904065,15,"Chế độ tăng lương, tăng bậc hàng năm."
1881653,1,Lương thưởng cạnh tranh
1881653,3,Nghỉ lễ tết theo quy định của pháp luật
